Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Year,Order_Month,Product_Category,Order_Day,Total_Sales_Calc,Sales_Match,Age_Group
ORD100175,07-06-2025,CUST3564,Customer_267,41,Male,Patna,Rice,Grocery,9,49390.42,444513.78,2025,6,Other,7,444513.78,TRUE,Adult
ORD100176,11-01-2025,CUST8722,Customer_475,21,Male,Mumbai,Laptop,Electronics,9,21792.76,196134.84,2025,1,Other,11,196134.84,TRUE,Young Adult
ORD100177,04-06-2025,CUST3602,Customer_295,54,Male,Pune,Mobile,Electronics,4,16850.46,67401.84,2025,6,Other,4,67401.84,TRUE,Middle Age
ORD100178,21-06-2025,CUST9812,Customer_333,20,Female,Pune,Mobile,Electronics,2,14098.13,28196.26,2025,6,Other,21,28196.26,TRUE,Young Adult
ORD100179,01-07-2025,CUST4747,Customer_193,44,Male,Gaya,Mobile,Electronics,3,34033.11,102099.33,2025,7,Other,1,102099.33,TRUE,Adult
ORD100180,05-03-2025,CUST1766,Customer_319,27,Male,Kolkata,Laptop,Electronics,5,1423.81,7119.05,2025,3,Other,5,7119.05,TRUE,Young Adult
ORD100181,31-10-2025,CUST3366,Customer_363,55,Male,Delhi,Rice,Grocery,8,29735.57,237884.56,2025,10,Other,31,237884.56,TRUE,Middle Age
ORD100182,26-01-2025,CUST1215,Customer_19,35,Male,Gaya,Chair,Furniture,7,1481,10367,2025,1,Other,26,10367,TRUE,Adult
ORD100183,14-11-2025,CUST3508,Customer_163,60,Female,Pune,Laptop,Electronics,8,23129.36,185034.88,2025,11,Other,14,185034.88,TRUE,Middle Age
ORD100184,24-10-2025,CUST5988,Customer_266,43,Male,Kolkata,Chair,Furniture,2,44336.38,88672.76,2025,10,Other,24,88672.76,TRUE,Adult
ORD100185,15-01-2025,CUST3662,Customer_223,34,Female,Hyderabad,Laptop,Electronics,5,2983.97,14919.85,2025,1,Other,15,14919.85,TRUE,Adult
ORD100186,08-03-2025,CUST3397,Customer_101,44,Male,Gaya,Chair,Furniture,3,8820.55,26461.65,2025,3,Other,8,26461.65,TRUE,Adult
ORD100187,13-05-2025,CUST4777,Customer_233,60,Female,Gaya,Laptop,Electronics,1,21001.73,21001.73,2025,5,Other,13,21001.73,TRUE,Middle Age
ORD100188,27-04-2025,CUST9059,Customer_288,33,Male,Delhi,Laptop,Electronics,9,16767.5,150907.5,2025,4,Other,27,150907.5,TRUE,Adult
ORD100189,26-06-2025,CUST5600,Customer_176,27,Male,Bengaluru,Rice,Grocery,3,47959.38,143878.14,2025,6,Other,26,143878.14,TRUE,Young Adult
ORD100190,08-09-2025,CUST7574,Customer_66,43,Female,Delhi,Chair,Furniture,5,7642.84,38214.2,2025,9,Other,8,38214.2,TRUE,Adult
ORD100191,27-11-2025,CUST1436,Customer_144,60,Female,Delhi,Laptop,Electronics,10,1959.05,19590.5,2025,11,Other,27,19590.5,TRUE,Middle Age
ORD100192,26-02-2025,CUST3625,Customer_382,55,Female,Kolkata,Mobile,Electronics,4,26460.39,105841.56,2025,2,Other,26,105841.56,TRUE,Middle Age
ORD100193,05-06-2025,CUST5168,Customer_295,25,Male,Hyderabad,Laptop,Electronics,6,9132.85,54797.1,2025,6,Other,5,54797.1,TRUE,Young Adult
ORD100194,13-06-2025,CUST6821,Customer_73,24,Male,Pune,Book,Education,8,34260.45,274083.6,2025,6,Other,13,274083.6,TRUE,Young Adult
ORD100195,06-08-2025,CUST6228,Customer_466,41,Female,Pune,Book,Education,4,22321.8,89287.2,2025,8,Other,6,89287.2,TRUE,Adult
ORD100196,19-11-2025,CUST3002,Customer_57,61,Male,Mumbai,Book,Education,8,27492.16,219937.28,2025,11,Other,19,219937.28,TRUE,Senior
ORD100197,26-10-2025,CUST3685,Customer_94,23,Female,Delhi,Chair,Furniture,1,35489.21,35489.21,2025,10,Other,26,35489.21,TRUE,Young Adult
ORD100198,08-02-2025,CUST3417,Customer_102,36,Male,Patna,Laptop,Electronics,8,31510.55,252084.4,2025,2,Other,8,252084.4,TRUE,Adult
ORD100199,04-01-2025,CUST7187,Customer_149,38,Male,Patna,Mobile,Electronics,1,16633.85,16633.85,2025,1,Other,4,16633.85,TRUE,Adult
ORD100201,23-12-2025,CUST2779,Customer_336,44,Female,Patna,Rice,Grocery,7,25521.26,178648.82,2025,12,Other,23,178648.82,TRUE,Adult
ORD100202,26-02-2025,CUST6564,Customer_216,59,Female,Patna,Mobile,Electronics,4,35658.89,142635.56,2025,2,Other,26,142635.56,TRUE,Middle Age
ORD100203,10-03-2025,CUST4996,Customer_449,61,Female,Hyderabad,Laptop,Electronics,8,18088.02,144704.16,2025,3,Other,10,144704.16,TRUE,Senior
ORD100204,16-12-2025,CUST2428,Customer_127,52,Female,Mumbai,Book,Education,3,16041.29,48123.87,2025,12,Other,16,48123.87,TRUE,Middle Age
ORD100205,26-02-2025,CUST2448,Customer_444,59,Female,Kolkata,Chair,Furniture,9,16533.74,148803.66,2025,2,Other,26,148803.66,TRUE,Middle Age
ORD100206,09-03-2025,CUST1049,Customer_243,55,Female,Hyderabad,Book,Education,1,16714.64,16714.64,2025,3,Other,9,16714.64,TRUE,Middle Age
ORD100207,30-08-2025,CUST9728,Customer_338,45,Male,Gaya,Rice,Grocery,4,46356.08,185424.32,2025,8,Other,30,185424.32,TRUE,Adult
ORD100208,25-02-2025,CUST6932,Customer_304,31,Male,Kolkata,Shoes,Fashion,8,2636.28,21090.24,2025,2,Other,25,21090.24,TRUE,Adult
ORD100209,05-04-2025,CUST9159,Customer_12,40,Female,Kolkata,Mobile,Electronics,6,34808.76,208852.56,2025,4,Other,5,208852.56,TRUE,Adult
ORD100210,25-08-2025,CUST6518,Customer_410,44,Female,Hyderabad,Shoes,Fashion,10,17713.87,177138.7,2025,8,Other,25,177138.7,TRUE,Adult
ORD100211,16-04-2025,CUST4756,Customer_15,55,Female,Bengaluru,Book,Education,3,4421.33,13263.99,2025,4,Other,16,13263.99,TRUE,Middle Age
ORD100212,10-04-2025,CUST7659,Customer_445,20,Male,Patna,Chair,Furniture,1,49067.82,49067.82,2025,4,Other,10,49067.82,TRUE,Young Adult
ORD100213,09-11-2025,CUST6727,Customer_452,34,Female,Mumbai,Mobile,Electronics,6,18644.18,111865.08,2025,11,Other,9,111865.08,TRUE,Adult
ORD100214,25-08-2025,CUST8049,Customer_384,37,Female,Delhi,Laptop,Electronics,9,14462.81,130165.29,2025,8,Other,25,130165.29,TRUE,Adult
ORD100215,18-07-2025,CUST4705,Customer_53,43,Female,Hyderabad,Shoes,Fashion,1,29838.32,29838.32,2025,7,Other,18,29838.32,TRUE,Adult
ORD100216,20-03-2025,CUST5355,Customer_108,23,Male,Delhi,Rice,Grocery,5,9508.4,47542,2025,3,Other,20,47542,TRUE,Young Adult
ORD100217,23-03-2025,CUST3186,Customer_412,60,Female,Delhi,Mobile,Electronics,4,39054.95,156219.8,2025,3,Other,23,156219.8,TRUE,Middle Age
ORD100218,07-10-2025,CUST1822,Customer_174,39,Male,Kolkata,Mobile,Electronics,6,20308.85,121853.1,2025,10,Other,7,121853.1,TRUE,Adult
ORD100219,13-01-2025,CUST9645,Customer_341,25,Female,Hyderabad,Rice,Grocery,4,15549.95,62199.8,2025,1,Other,13,62199.8,TRUE,Young Adult
ORD100220,14-09-2025,CUST2997,Customer_181,23,Female,Hyderabad,Laptop,Electronics,1,34192.3,34192.3,2025,9,Other,14,34192.3,TRUE,Young Adult
ORD100221,27-04-2025,CUST2088,Customer_382,65,Female,Hyderabad,Book,Education,2,12214.1,24428.2,2025,4,Other,27,24428.2,TRUE,Senior
ORD100222,13-07-2025,CUST1711,Customer_36,20,Female,Bengaluru,Shoes,Fashion,10,49086.64,490866.4,2025,7,Other,13,490866.4,TRUE,Young Adult
ORD100223,10-01-2025,CUST9840,Customer_347,38,Female,Bengaluru,Mobile,Electronics,8,20404.62,163236.96,2025,1,Other,10,163236.96,TRUE,Adult
ORD100224,06-12-2025,CUST7613,Customer_432,22,Male,Mumbai,Laptop,Electronics,8,49347.28,394778.24,2025,12,Other,6,394778.24,TRUE,Young Adult
ORD100226,08-02-2025,CUST9319,Customer_434,54,Female,Pune,Rice,Grocery,5,7361.11,36805.55,2025,2,Other,8,36805.55,TRUE,Middle Age
ORD100227,07-04-2025,CUST6773,Customer_200,22,Male,Hyderabad,Laptop,Electronics,4,33205.94,132823.76,2025,4,Other,7,132823.76,TRUE,Young Adult
ORD100228,19-06-2025,CUST5214,Customer_142,63,Female,Patna,Chair,Furniture,4,21609.52,86438.08,2025,6,Other,19,86438.08,TRUE,Senior
ORD100229,08-07-2025,CUST3618,Customer_131,28,Male,Pune,Laptop,Electronics,10,33072.39,330723.9,2025,7,Other,8,330723.9,TRUE,Young Adult
ORD100230,01-11-2025,CUST3668,Customer_415,63,Male,Patna,Mobile,Electronics,6,46679.69,280078.14,2025,11,Other,1,280078.14,TRUE,Senior
ORD100231,16-05-2025,CUST7315,Customer_283,45,Female,Mumbai,Book,Education,3,17931.34,53794.02,2025,5,Other,16,53794.02,TRUE,Adult
ORD100232,11-04-2025,CUST9158,Customer_297,61,Male,Gaya,Chair,Furniture,4,5518.32,22073.28,2025,4,Other,11,22073.28,TRUE,Senior
ORD100233,21-06-2025,CUST6522,Customer_468,61,Male,Mumbai,Book,Education,7,15331.09,107317.63,2025,6,Other,21,107317.63,TRUE,Senior
ORD100234,05-09-2025,CUST3760,Customer_360,63,Female,Bengaluru,Shoes,Fashion,1,41626.11,41626.11,2025,9,Other,5,41626.11,TRUE,Senior
ORD100235,22-10-2025,CUST5079,Customer_348,41,Female,Bengaluru,Chair,Furniture,8,33479.62,267836.96,2025,10,Other,22,267836.96,TRUE,Adult
ORD100236,19-05-2025,CUST6082,Customer_301,62,Male,Mumbai,Laptop,Electronics,9,44135.66,397220.94,2025,5,Other,19,397220.94,TRUE,Senior
ORD100237,25-06-2025,CUST8311,Customer_225,32,Male,Bengaluru,Mobile,Electronics,10,4504.89,45048.9,2025,6,Other,25,45048.9,TRUE,Adult
ORD100238,04-02-2025,CUST5945,Customer_49,40,Female,Kolkata,Shoes,Fashion,7,28710.98,200976.86,2025,2,Other,4,200976.86,TRUE,Adult
ORD100239,23-02-2025,CUST9191,Customer_323,38,Male,Hyderabad,Book,Education,6,25562.3,153373.8,2025,2,Other,23,153373.8,TRUE,Adult
ORD100050,01-03-2025,CUST8467,Customer_104,23,Male,Bengaluru,Book,Education,3,2860.83,8582.49,2025,3,Other,1,8582.49,TRUE,Young Adult
ORD100241,12-02-2025,CUST1197,Customer_419,36,Male,Pune,Book,Education,4,1486.03,5944.12,2025,2,Other,12,5944.12,TRUE,Adult
ORD100242,22-12-2025,CUST6111,Customer_204,34,Female,Hyderabad,Laptop,Electronics,8,4159.17,33273.36,2025,12,Other,22,33273.36,TRUE,Adult
ORD100243,04-05-2025,CUST1367,Customer_48,21,Female,Bengaluru,Book,Education,7,6218.47,43529.29,2025,5,Other,4,43529.29,TRUE,Young Adult
ORD100244,27-03-2025,CUST6584,Customer_449,21,Male,Mumbai,Mobile,Electronics,10,29646.26,296462.6,2025,3,Other,27,296462.6,TRUE,Young Adult
ORD100245,21-09-2025,CUST2862,Customer_122,25,Male,Bengaluru,Rice,Grocery,7,10674.88,74724.16,2025,9,Other,21,74724.16,TRUE,Young Adult
ORD100246,31-05-2025,CUST4094,Customer_382,51,Male,Hyderabad,Rice,Grocery,4,44577.29,178309.16,2025,5,Other,31,178309.16,TRUE,Middle Age
ORD100247,17-09-2025,CUST5129,Customer_404,54,Male,Bengaluru,Book,Education,6,36587.03,219522.18,2025,9,Other,17,219522.18,TRUE,Middle Age
ORD100248,09-02-2025,CUST4629,Customer_167,40,Female,Patna,Mobile,Electronics,3,25277.79,75833.37,2025,2,Other,9,75833.37,TRUE,Adult
ORD100249,23-01-2025,CUST5454,Customer_368,19,Female,Hyderabad,Chair,Furniture,10,30855.5,308555,2025,1,Other,23,308555,TRUE,Young Adult
ORD100251,02-04-2025,CUST9047,Customer_363,42,Male,Patna,Laptop,Electronics,7,46461.17,325228.19,2025,4,Other,2,325228.19,TRUE,Adult
ORD100252,28-08-2025,CUST9097,Customer_384,26,Male,Hyderabad,Book,Education,2,32168.36,64336.72,2025,8,Other,28,64336.72,TRUE,Young Adult
ORD100253,16-04-2025,CUST2006,Customer_131,50,Male,Kolkata,Book,Education,2,1655.36,3310.72,2025,4,Other,16,3310.72,TRUE,Middle Age
ORD100254,17-08-2025,CUST5418,Customer_491,41,Female,Kolkata,Book,Education,4,44463.18,177852.72,2025,8,Other,17,177852.72,TRUE,Adult
ORD100255,02-05-2025,CUST8067,Customer_283,47,Female,Patna,Chair,Furniture,6,43576.14,261456.84,2025,5,Other,2,261456.84,TRUE,Middle Age
ORD100256,03-05-2025,CUST3080,Customer_378,41,Female,Pune,Chair,Furniture,1,43789.89,43789.89,2025,5,Other,3,43789.89,TRUE,Adult
ORD100257,15-12-2025,CUST6728,Customer_413,64,Male,Bengaluru,Mobile,Electronics,1,34757.71,34757.71,2025,12,Other,15,34757.71,TRUE,Senior
ORD100258,10-09-2025,CUST7801,Customer_150,41,Male,Pune,Chair,Furniture,7,6196.22,43373.54,2025,9,Other,10,43373.54,TRUE,Adult
ORD100259,18-06-2025,CUST4686,Customer_473,27,Male,Pune,Rice,Grocery,8,36364.84,290918.72,2025,6,Other,18,290918.72,TRUE,Young Adult
ORD100260,20-01-2025,CUST6345,Customer_420,32,Male,Hyderabad,Chair,Furniture,3,15948.34,47845.02,2025,1,Other,20,47845.02,TRUE,Adult
ORD100261,09-07-2025,CUST6927,Customer_165,23,Male,Gaya,Chair,Furniture,5,17292.4,86462,2025,7,Other,9,86462,TRUE,Young Adult
ORD100262,28-10-2025,CUST8686,Customer_404,56,Female,Patna,Chair,Furniture,6,29255.02,175530.12,2025,10,Other,28,175530.12,TRUE,Middle Age
ORD100263,22-06-2025,CUST6585,Customer_214,21,Male,Hyderabad,Rice,Grocery,4,25906.46,103625.84,2025,6,Other,22,103625.84,TRUE,Young Adult
ORD100264,18-04-2025,CUST7176,Customer_434,33,Male,Bengaluru,Chair,Furniture,9,6110.1,54990.9,2025,4,Other,18,54990.9,TRUE,Adult
ORD100265,04-05-2025,CUST9233,Customer_485,35,Male,Hyderabad,Chair,Furniture,10,36331.75,363317.5,2025,5,Other,4,363317.5,TRUE,Adult
ORD100266,26-11-2025,CUST7501,Customer_2,40,Female,Gaya,Rice,Grocery,8,6459.95,51679.6,2025,11,Other,26,51679.6,TRUE,Adult
ORD100267,06-05-2025,CUST7082,Customer_492,21,Female,Bengaluru,Book,Education,4,25164.5,100658,2025,5,Other,6,100658,TRUE,Young Adult
ORD100268,04-04-2025,CUST2463,Customer_390,25,Male,Bengaluru,Laptop,Electronics,5,49665.71,248328.55,2025,4,Other,4,248328.55,TRUE,Young Adult
ORD100269,01-08-2025,CUST1662,Customer_365,31,Female,Pune,Book,Education,7,13789.53,96526.71,2025,8,Other,1,96526.71,TRUE,Adult
ORD100270,25-10-2025,CUST7413,Customer_4,54,Male,Kolkata,Laptop,Electronics,5,16404.25,82021.25,2025,10,Other,25,82021.25,TRUE,Middle Age
ORD100271,26-12-2025,CUST1994,Customer_390,48,Male,Pune,Book,Education,3,32373.88,97121.64,2025,12,Other,26,97121.64,TRUE,Middle Age
ORD100272,03-08-2025,CUST6173,Customer_51,22,Male,Pune,Mobile,Electronics,7,21466.96,150268.72,2025,8,Other,3,150268.72,TRUE,Young Adult
ORD100273,10-01-2025,CUST7374,Customer_375,62,Female,Patna,Book,Education,5,47201.84,236009.2,2025,1,Other,10,236009.2,TRUE,Senior
ORD100274,11-09-2025,CUST4737,Customer_367,22,Female,Patna,Book,Education,5,36171.66,180858.3,2025,9,Other,11,180858.3,TRUE,Young Adult
ORD100275,07-06-2025,CUST3689,Customer_335,34,Female,Patna,Laptop,Electronics,8,47311.77,378494.16,2025,6,Other,7,378494.16,TRUE,Adult
ORD100276,06-09-2025,CUST6444,Customer_251,23,Female,Mumbai,Book,Education,9,28865.26,259787.34,2025,9,Other,6,259787.34,TRUE,Young Adult
ORD100277,13-09-2025,CUST2152,Customer_99,63,Female,Bengaluru,Mobile,Electronics,2,48433.7,96867.4,2025,9,Other,13,96867.4,TRUE,Senior
ORD100278,14-09-2025,CUST1636,Customer_243,63,Female,Patna,Chair,Furniture,7,7528.42,52698.94,2025,9,Other,14,52698.94,TRUE,Senior
ORD100279,30-09-2025,CUST3341,Customer_263,54,Male,Gaya,Mobile,Electronics,4,46629.93,186519.72,2025,9,Other,30,186519.72,TRUE,Middle Age
ORD100280,19-08-2025,CUST1463,Customer_397,21,Female,Bengaluru,Shoes,Fashion,3,32403.32,97209.96,2025,8,Other,19,97209.96,TRUE,Young Adult
ORD100281,26-12-2025,CUST3877,Customer_133,18,Male,Delhi,Mobile,Electronics,6,14220.63,85323.78,2025,12,Other,26,85323.78,TRUE,Teen
ORD100282,28-12-2025,CUST6407,Customer_157,26,Female,Delhi,Laptop,Electronics,6,5810.2,34861.2,2025,12,Other,28,34861.2,TRUE,Young Adult
ORD100283,09-01-2025,CUST4381,Customer_324,39,Female,Kolkata,Laptop,Electronics,6,22627.46,135764.76,2025,1,Other,9,135764.76,TRUE,Adult
ORD100284,09-05-2025,CUST5097,Customer_302,65,Female,Mumbai,Mobile,Electronics,9,20619.08,185571.72,2025,5,Other,9,185571.72,TRUE,Senior
ORD100285,17-10-2025,CUST9910,Customer_110,18,Male,Hyderabad,Shoes,Fashion,2,45034.12,90068.24,2025,10,Other,17,90068.24,TRUE,Teen
ORD100286,23-10-2025,CUST7806,Customer_4,64,Female,Hyderabad,Rice,Grocery,2,40768.5,81537,2025,10,Other,23,81537,TRUE,Senior
ORD100287,11-01-2025,CUST8105,Customer_385,52,Male,Delhi,Mobile,Electronics,3,35888.63,107665.89,2025,1,Other,11,107665.89,TRUE,Middle Age
ORD100288,04-11-2025,CUST6002,Customer_83,46,Male,Delhi,Laptop,Electronics,9,23875.09,214875.81,2025,11,Other,4,214875.81,TRUE,Middle Age
ORD100289,07-11-2025,CUST1334,Customer_364,31,Male,Kolkata,Shoes,Fashion,2,17100.29,34200.58,2025,11,Other,7,34200.58,TRUE,Adult
ORD100290,06-04-2025,CUST9248,Customer_451,51,Male,Mumbai,Chair,Furniture,7,15202.84,106419.88,2025,4,Other,6,106419.88,TRUE,Middle Age
ORD100291,31-08-2025,CUST7152,Customer_423,22,Female,Patna,Mobile,Electronics,6,17696.96,106181.76,2025,8,Other,31,106181.76,TRUE,Young Adult
ORD100292,20-02-2025,CUST8650,Customer_384,23,Male,Gaya,Rice,Grocery,6,13138.1,78828.6,2025,2,Other,20,78828.6,TRUE,Young Adult
ORD100293,16-04-2025,CUST9284,Customer_212,44,Female,Kolkata,Book,Education,5,3842.06,19210.3,2025,4,Other,16,19210.3,TRUE,Adult
ORD100294,02-03-2025,CUST4169,Customer_307,41,Female,Hyderabad,Rice,Grocery,4,6495.5,25982,2025,3,Other,2,25982,TRUE,Adult
ORD100295,04-05-2025,CUST3464,Customer_1,18,Female,Bengaluru,Book,Education,4,43207.48,172829.92,2025,5,Other,4,172829.92,TRUE,Teen
ORD100296,04-07-2025,CUST8294,Customer_103,30,Female,Hyderabad,Book,Education,4,49876.67,199506.68,2025,7,Other,4,199506.68,TRUE,Young Adult
ORD100297,18-11-2025,CUST4845,Customer_401,18,Male,Mumbai,Chair,Furniture,1,2599.12,2599.12,2025,11,Other,18,2599.12,TRUE,Teen
ORD100298,28-07-2025,CUST6538,Customer_365,37,Female,Pune,Mobile,Electronics,4,6652.95,26611.8,2025,7,Other,28,26611.8,TRUE,Adult
ORD100299,25-03-2025,CUST6028,Customer_58,39,Male,Delhi,Laptop,Electronics,4,20533.23,82132.92,2025,3,Other,25,82132.92,TRUE,Adult
ORD100301,12-09-2025,CUST5406,Customer_164,30,Male,Kolkata,Mobile,Electronics,5,9509.13,47545.65,2025,9,Other,12,47545.65,TRUE,Young Adult
ORD100302,09-08-2025,CUST9552,Customer_340,30,Male,Patna,Chair,Furniture,7,1106.55,7745.85,2025,8,Other,9,7745.85,TRUE,Young Adult
ORD100303,27-03-2025,CUST3059,Customer_104,36,Male,Patna,Shoes,Fashion,6,39075.07,234450.42,2025,3,Other,27,234450.42,TRUE,Adult
ORD100304,06-07-2025,CUST1183,Customer_189,20,Female,Gaya,Chair,Furniture,7,7046.4,49324.8,2025,7,Other,6,49324.8,TRUE,Young Adult
ORD100305,27-08-2025,CUST1088,Customer_1,40,Male,Patna,Shoes,Fashion,5,40763.95,203819.75,2025,8,Other,27,203819.75,TRUE,Adult
ORD100306,02-08-2025,CUST8195,Customer_388,52,Female,Patna,Shoes,Fashion,1,3727.43,3727.43,2025,8,Other,2,3727.43,TRUE,Middle Age
ORD100307,01-01-2026,CUST1231,Customer_339,53,Male,Patna,Rice,Grocery,4,46771.94,187087.76,2026,1,Other,1,187087.76,TRUE,Middle Age
ORD100308,12-12-2025,CUST6206,Customer_18,50,Male,Kolkata,Book,Education,7,43207.91,302455.37,2025,12,Other,12,302455.37,TRUE,Middle Age
ORD100309,23-03-2025,CUST7625,Customer_251,50,Female,Patna,Book,Education,3,5803.11,17409.33,2025,3,Other,23,17409.33,TRUE,Middle Age
ORD100310,29-07-2025,CUST1762,Customer_141,27,Male,Delhi,Book,Education,4,30974.95,123899.8,2025,7,Other,29,123899.8,TRUE,Young Adult
ORD100311,08-09-2025,CUST1743,Customer_222,56,Male,Hyderabad,Shoes,Fashion,4,40276.76,161107.04,2025,9,Other,8,161107.04,TRUE,Middle Age
ORD100312,12-11-2025,CUST9788,Customer_229,64,Male,Hyderabad,Mobile,Electronics,8,17270.72,138165.76,2025,11,Other,12,138165.76,TRUE,Senior
ORD100313,23-10-2025,CUST2687,Customer_190,64,Female,Hyderabad,Book,Education,6,8249.36,49496.16,2025,10,Other,23,49496.16,TRUE,Senior
ORD100314,22-07-2025,CUST3094,Customer_47,49,Female,Bengaluru,Mobile,Electronics,8,42935.06,343480.48,2025,7,Other,22,343480.48,TRUE,Middle Age
ORD100315,08-06-2025,CUST7059,Customer_224,51,Female,Delhi,Laptop,Electronics,8,1722.06,13776.48,2025,6,Other,8,13776.48,TRUE,Middle Age
ORD100316,21-04-2025,CUST8229,Customer_161,32,Male,Pune,Mobile,Electronics,5,25857.91,129289.55,2025,4,Other,21,129289.55,TRUE,Adult
ORD100317,25-02-2025,CUST9307,Customer_274,37,Female,Hyderabad,Book,Education,4,47319.13,189276.52,2025,2,Other,25,189276.52,TRUE,Adult
ORD100318,30-01-2025,CUST2457,Customer_462,51,Male,Kolkata,Mobile,Electronics,2,21816.67,43633.34,2025,1,Other,30,43633.34,TRUE,Middle Age
ORD100319,08-06-2025,CUST5057,Customer_158,52,Female,Patna,Shoes,Fashion,3,10075.98,30227.94,2025,6,Other,8,30227.94,TRUE,Middle Age
ORD100320,07-05-2025,CUST1516,Customer_148,52,Male,Mumbai,Laptop,Electronics,9,22182.44,199641.96,2025,5,Other,7,199641.96,TRUE,Middle Age
ORD100321,22-06-2025,CUST4527,Customer_359,54,Male,Mumbai,Book,Education,6,35006.3,210037.8,2025,6,Other,22,210037.8,TRUE,Middle Age
ORD100322,15-08-2025,CUST2650,Customer_276,56,Female,Kolkata,Chair,Furniture,10,16222.64,162226.4,2025,8,Other,15,162226.4,TRUE,Middle Age
ORD100323,20-09-2025,CUST1932,Customer_369,35,Male,Delhi,Mobile,Electronics,4,1935.28,7741.12,2025,9,Other,20,7741.12,TRUE,Adult
ORD100324,20-07-2025,CUST2094,Customer_165,54,Female,Hyderabad,Book,Education,4,28385.87,113543.48,2025,7,Other,20,113543.48,TRUE,Middle Age
ORD100325,26-08-2025,CUST7196,Customer_286,40,Male,Delhi,Chair,Furniture,8,33388.11,267104.88,2025,8,Other,26,267104.88,TRUE,Adult
ORD100326,27-05-2025,CUST2537,Customer_32,30,Female,Bengaluru,Mobile,Electronics,1,1005.21,1005.21,2025,5,Other,27,1005.21,TRUE,Young Adult
ORD100327,30-03-2025,CUST9627,Customer_444,47,Male,Gaya,Rice,Grocery,5,27900.36,139501.8,2025,3,Other,30,139501.8,TRUE,Middle Age
ORD100328,06-05-2025,CUST3044,Customer_27,65,Female,Bengaluru,Rice,Grocery,10,31855.44,318554.4,2025,5,Other,6,318554.4,TRUE,Senior
ORD100329,12-04-2025,CUST9693,Customer_343,48,Male,Patna,Book,Education,9,45988.02,413892.18,2025,4,Other,12,413892.18,TRUE,Middle Age
ORD100330,14-10-2025,CUST5621,Customer_427,62,Female,Delhi,Shoes,Fashion,7,19261.81,134832.67,2025,10,Other,14,134832.67,TRUE,Senior
ORD100331,28-04-2025,CUST6067,Customer_316,55,Male,Patna,Laptop,Electronics,8,22233.15,177865.2,2025,4,Other,28,177865.2,TRUE,Middle Age
ORD100332,03-02-2025,CUST9465,Customer_470,44,Male,Kolkata,Shoes,Fashion,4,2247.11,8988.44,2025,2,Other,3,8988.44,TRUE,Adult
ORD100333,23-07-2025,CUST3773,Customer_336,41,Female,Pune,Chair,Furniture,6,27965.93,167795.58,2025,7,Other,23,167795.58,TRUE,Adult
ORD100334,29-01-2025,CUST5933,Customer_92,29,Male,Mumbai,Chair,Furniture,5,13013.63,65068.15,2025,1,Other,29,65068.15,TRUE,Young Adult
ORD100335,16-10-2025,CUST8904,Customer_152,28,Female,Kolkata,Rice,Grocery,2,31943.19,63886.38,2025,10,Other,16,63886.38,TRUE,Young Adult
ORD100336,24-02-2025,CUST2599,Customer_390,35,Male,Mumbai,Laptop,Electronics,5,26823.14,134115.7,2025,2,Other,24,134115.7,TRUE,Adult
ORD100337,05-12-2025,CUST5249,Customer_236,57,Male,Pune,Shoes,Fashion,10,11637.38,116373.8,2025,12,Other,5,116373.8,TRUE,Middle Age
ORD100338,21-09-2025,CUST9849,Customer_264,53,Female,Delhi,Chair,Furniture,5,38518.95,192594.75,2025,9,Other,21,192594.75,TRUE,Middle Age
ORD100339,02-03-2025,CUST3891,Customer_453,65,Male,Mumbai,Laptop,Electronics,6,25123.86,150743.16,2025,3,Other,2,150743.16,TRUE,Senior
ORD100340,28-10-2025,CUST8154,Customer_224,47,Female,Pune,Mobile,Electronics,9,47289.86,425608.74,2025,10,Other,28,425608.74,TRUE,Middle Age
ORD100341,13-02-2025,CUST1614,Customer_267,52,Female,Bengaluru,Book,Education,4,18655.09,74620.36,2025,2,Other,13,74620.36,TRUE,Middle Age
ORD100342,28-01-2025,CUST9557,Customer_475,47,Male,Mumbai,Book,Education,3,45718.65,137155.95,2025,1,Other,28,137155.95,TRUE,Middle Age
ORD100343,29-10-2025,CUST9253,Customer_371,50,Female,Pune,Rice,Grocery,10,21580.33,215803.3,2025,10,Other,29,215803.3,TRUE,Middle Age
ORD100344,18-12-2025,CUST2794,Customer_98,31,Female,Patna,Shoes,Fashion,5,10932.32,54661.6,2025,12,Other,18,54661.6,TRUE,Adult
ORD100345,01-05-2025,CUST1463,Customer_257,56,Female,Gaya,Mobile,Electronics,6,12740.73,76444.38,2025,5,Other,1,76444.38,TRUE,Middle Age
ORD100346,09-02-2025,CUST2051,Customer_103,31,Male,Bengaluru,Rice,Grocery,9,12137.54,109237.86,2025,2,Other,9,109237.86,TRUE,Adult
ORD100347,16-02-2025,CUST1577,Customer_59,37,Male,Delhi,Shoes,Fashion,1,36943.51,36943.51,2025,2,Other,16,36943.51,TRUE,Adult
ORD100348,16-07-2025,CUST7654,Customer_172,42,Male,Delhi,Rice,Grocery,2,33566.2,67132.4,2025,7,Other,16,67132.4,TRUE,Adult
